Time: 3690356
0: 82.000000,306.168610,20.000000,30.000000,255,0,0
154.000000,288.000000,60.000000,10.000000,255,105,180
486.000000,240.000000,60.000000,10.000000,255,105,180
1152.000000,244.000000,60.000000,10.000000,255,105,180
480.000000,140.000000,60.000000,60.000000,255,105,180
192.000000,148.000000,60.000000,60.000000,15,10,200
996.000000,144.000000,60.000000,60.000000,200,15,80
1856.000000,288.000000,60.000000,60.000000,200,15,80
0.000000,336.000000,128.000000,240.000000,0,255,0
192.000000,336.000000,64.000000,240.000000,0,255,255
480.000000,336.000000,64.000000,240.000000,255,255,0
768.000000,288.000000,1920.000000,384.000000,0,0,255
Time: 3708889
0: 82.000000,306.168701,20.000000,30.000000,255,0,0
149.000000,288.000000,60.000000,10.000000,255,105,180
491.000000,240.000000,60.000000,10.000000,255,105,180
1152.000000,246.000000,60.000000,10.000000,255,105,180
480.000000,138.000000,60.000000,60.000000,255,105,180
192.000000,150.000000,60.000000,60.000000,15,10,200
991.000000,144.000000,60.000000,60.000000,200,15,80
1856.000000,290.000000,60.000000,60.000000,200,15,80
0.000000,336.000000,128.000000,240.000000,0,255,0
192.000000,336.000000,64.000000,240.000000,0,255,255
480.000000,336.000000,64.000000,240.000000,255,255,0
768.000000,288.000000,1920.000000,384.000000,0,0,255
Time: 3727209
0: 82.000000,306.168701,20.000000,30.000000,255,0,0
144.000000,288.000000,60.000000,10.000000,255,105,180
496.000000,240.000000,60.000000,10.000000,255,105,180
1152.000000,248.000000,60.000000,10.000000,255,105,180
480.000000,136.000000,60.000000,60.000000,255,105,180
192.000000,152.000000,60.000000,60.000000,15,10,200
986.000000,144.000000,60.000000,60.000000,200,15,80
1856.000000,292.000000,60.000000,60.000000,200,15,80
0.000000,336.000000,128.000000,240.000000,0,255,0
192.000000,336.000000,64.000000,240.000000,0,255,255
480.000000,336.000000,64.000000,240.000000,255,255,0
768.000000,288.000000,1920.000000,384.000000,0,0,255
Time: 3747072
0: 82.000000,306.169312,20.000000,30.000000,255,0,0
139.000000,288.000000,60.000000,10.000000,255,105,180
501.000000,240.000000,60.000000,10.000000,255,105,180
1152.000000,250.000000,60.000000,10.000000,255,105,180
480.000000,134.000000,60.000000,60.000000,255,105,180
192.000000,154.000000,60.000000,60.000000,15,10,200
981.000000,144.000000,60.000000,60.000000,200,15,80
1856.000000,294.000000,60.000000,60.000000,200,15,80
0.000000,336.000000,128.000000,240.000000,0,255,0
